Date;Close price
2023-01-03;64.63999938964844
2023-01-04;66.30000305175781
2023-01-05;64.70999908447266
2023-01-06;68.98999786376953
2023-01-09;69.05999755859375
2023-01-10;70.02999877929688
2023-01-11;71.66999816894531
2023-01-12;71.80000305175781
2023-01-13;71.6500015258789
2023-01-17;75.0999984741211
2023-01-18;72.11000061035156
2023-01-19;70.94000244140625
2023-01-20;76.16000366210938
2023-01-23;81.66000366210938
2023-01-24;80.79000091552734
2023-01-25;80.7699966430664
2023-01-26;81.19000244140625
2023-01-27;83.83000183105469
2023-01-30;79.79000091552734
2023-01-31;81.72000122070312
2023-02-01;83.9000015258789
2023-02-02;88.41000366210938
2023-02-03;84.70999908447266
2023-02-06;82.55000305175781
2023-02-07;83.18000030517578
2023-02-08;81.12999725341797
2023-02-09;76.18000030517578
2023-02-10;75.2300033569336
2023-02-13;76.81999969482422
2023-02-14;78.80000305175781
2023-02-15;82.69000244140625
2023-02-16;78.62999725341797
2023-02-17;75.0199966430664
2023-02-21;71.94999694824219
2023-02-22;72.94000244140625
2023-02-23;74.1500015258789
2023-02-24;77.36000061035156
2023-02-27;75.13999938964844
2023-02-28;76.7300033569336
2023-03-01;76.62999725341797
2023-03-02;78.04000091552734
2023-03-03;80.87999725341797
2023-03-06;80.80999755859375
2023-03-07;78.04000091552734
2023-03-08;77.94999694824219
2023-03-09;73.80000305175781
2023-03-10;71.01000213623047
2023-03-13;69.45999908447266
2023-03-14;73.62999725341797
2023-03-15;74.06999969482422
2023-03-16;75.08999633789062
2023-03-17;73.9800033569336
2023-03-20;74.5
2023-03-21;77.45999908447266
2023-03-22;72.6500015258789
2023-03-23;61.880001068115234
2023-03-24;60.68000030517578
2023-03-27;64.4000015258789
2023-03-28;63.7599983215332
2023-03-29;66.48999786376953
2023-03-30;68.48999786376953
2023-03-31;68.6500015258789
2023-04-03;67.83000183105469
2023-04-04;68.83999633789062
2023-04-05;67.66000366210938
2023-04-06;68.0999984741211
2023-04-10;66.36000061035156
2023-04-11;66.41999816894531
2023-04-12;62.7400016784668
2023-04-13;64.55999755859375
2023-04-14;64.04000091552734
2023-04-17;64.19000244140625
2023-04-18;63.900001525878906
2023-04-19;62.869998931884766
2023-04-20;62.36000061035156
2023-04-21;63.47999954223633
2023-04-24;64.5
2023-04-25;61.0
2023-04-26;60.56999969482422
2023-04-27;60.58000183105469
2023-04-28;60.790000915527344
2023-05-01;60.220001220703125
2023-05-02;57.7599983215332
2023-05-03;59.31999969482422
2023-05-04;60.43000030517578
2023-05-05;59.25
2023-05-08;58.79999923706055
2023-05-09;59.31999969482422
2023-05-10;57.529998779296875
2023-05-11;57.310001373291016
2023-05-12;55.560001373291016
2023-05-15;56.869998931884766
2023-05-16;55.540000915527344
2023-05-17;57.7599983215332
2023-05-18;59.52000045776367
2023-05-19;58.650001525878906
2023-05-22;60.619998931884766
2023-05-23;61.560001373291016
2023-05-24;61.86000061035156
2023-05-25;59.29999923706055
2023-05-26;59.0
2023-05-30;58.84000015258789
2023-05-31;60.38999938964844
2023-06-01;61.5
2023-06-02;63.459999084472656
2023-06-05;63.540000915527344
2023-06-06;65.9800033569336
2023-06-07;66.23999786376953
2023-06-08;65.08999633789062
2023-06-09;64.94000244140625
2023-06-12;64.19999694824219
2023-06-13;65.5199966430664
2023-06-14;63.689998626708984
2023-06-15;66.19000244140625
2023-06-16;66.51000213623047
2023-06-20;66.80000305175781
2023-06-21;65.45999908447266
2023-06-22;64.11000061035156
2023-06-23;62.86000061035156
2023-06-26;61.75
2023-06-27;63.93000030517578
2023-06-28;64.7699966430664
2023-06-29;64.38999938964844
2023-06-30;66.56999969482422
2023-07-03;66.19999694824219
2023-07-05;68.97000122070312
2023-07-06;64.61000061035156
2023-07-07;67.2699966430664
2023-07-10;69.05999755859375
2023-07-11;71.0999984741211
2023-07-12;71.22000122070312
2023-07-13;76.19999694824219
2023-07-14;75.45999908447266
2023-07-17;78.05999755859375
2023-07-18;79.02999877929688
2023-07-19;78.19000244140625
2023-07-20;76.16999816894531
2023-07-21;76.12000274658203
2023-07-24;77.13999938964844
2023-07-25;76.87000274658203
2023-07-26;77.41000366210938
2023-07-27;75.7699966430664
2023-07-28;78.36000061035156
2023-07-31;80.52999877929688
2023-08-01;78.76000213623047
2023-08-02;74.48999786376953
2023-08-03;73.55000305175781
2023-08-04;63.52000045776367
2023-08-07;64.01000213623047
2023-08-08;62.380001068115234
2023-08-09;62.709999084472656
2023-08-10;62.2400016784668
2023-08-11;60.56999969482422
2023-08-14;60.150001525878906
2023-08-15;58.36000061035156
2023-08-16;57.4900016784668
2023-08-17;56.099998474121094
2023-08-18;56.880001068115234
2023-08-21;57.560001373291016
2023-08-22;56.06999969482422
2023-08-23;57.220001220703125
2023-08-24;55.630001068115234
2023-08-25;55.86000061035156
2023-08-28;55.869998931884766
2023-08-29;57.7599983215332
2023-08-30;57.720001220703125
2023-08-31;57.650001525878906
2023-09-01;58.16999816894531
2023-09-05;58.7400016784668
2023-09-06;57.63999938964844
2023-09-07;56.040000915527344
2023-09-08;53.08000183105469
2023-09-11;53.939998626708984
2023-09-12;54.33000183105469
2023-09-13;54.150001525878906
2023-09-14;53.849998474121094
2023-09-15;52.83000183105469
2023-09-18;51.25
2023-09-19;49.79999923706055
2023-09-20;47.56999969482422
2023-09-21;45.619998931884766
2023-09-22;44.709999084472656
2023-09-25;45.59000015258789
2023-09-26;44.810001373291016
2023-09-27;44.13999938964844
2023-09-28;44.349998474121094
2023-09-29;44.2599983215332
2023-10-02;43.189998626708984
2023-10-03;41.900001525878906
2023-10-04;41.900001525878906
2023-10-05;42.63999938964844
2023-10-06;43.83000183105469
2023-10-09;43.709999084472656
2023-10-10;46.0
2023-10-11;46.689998626708984
2023-10-12;45.45000076293945
2023-10-13;43.16999816894531
2023-10-16;44.7599983215332
2023-10-17;45.900001525878906
2023-10-18;44.58000183105469
2023-10-19;44.16999816894531
2023-10-20;43.97999954223633
2023-10-23;43.900001525878906
2023-10-24;45.349998474121094
2023-10-25;41.720001220703125
2023-10-26;41.68000030517578
2023-10-27;40.02000045776367
2023-10-30;39.220001220703125
2023-10-31;40.25
2023-11-01;40.959999084472656
2023-11-02;43.97999954223633
2023-11-03;48.68000030517578
2023-11-06;49.52000045776367
2023-11-07;51.04999923706055
2023-11-08;52.27000045776367
2023-11-09;51.04999923706055
2023-11-10;51.5
2023-11-13;52.02000045776367
2023-11-14;55.099998474121094
2023-11-15;56.29999923706055
2023-11-16;56.279998779296875
2023-11-17;58.189998626708984
2023-11-20;59.27000045776367
2023-11-21;58.66999816894531
2023-11-22;59.02000045776367
2023-11-24;59.650001525878906
2023-11-27;60.310001373291016
2023-11-28;63.34000015258789
2023-11-29;63.72999954223633
2023-11-30;63.43000030517578
2023-12-01;65.04000091552734
2023-12-04;65.0
2023-12-05;64.88999938964844
2023-12-06;68.0
2023-12-07;68.47000122070312
2023-12-08;69.16999816894531
2023-12-11;68.55999755859375
2023-12-12;69.56999969482422
2023-12-13;70.05999755859375
2023-12-14;74.76000213623047
2023-12-15;74.20999908447266
2023-12-18;73.87999725341797
2023-12-19;77.30999755859375
2023-12-20;76.11000061035156
2023-12-21;76.9000015258789
2023-12-22;77.13999938964844
2023-12-26;78.18000030517578
2023-12-27;79.5999984741211
2023-12-28;79.51000213623047
2023-12-29;77.3499984741211
2024-01-02;72.22000122070312
2024-01-03;68.62999725341797
2024-01-04;68.1500015258789
2024-01-05;66.95999908447266
2024-01-08;69.30999755859375
2024-01-09;69.52999877929688
2024-01-10;67.9000015258789
2024-01-11;67.87000274658203
2024-01-12;66.4800033569336
2024-01-16;65.16000366210938
2024-01-17;63.900001525878906
2024-01-18;64.47000122070312
2024-01-19;65.8499984741211
2024-01-22;66.69000244140625
2024-01-23;66.19999694824219
2024-01-24;62.56999969482422
2024-01-25;62.709999084472656
2024-01-26;64.97000122070312
2024-01-29;68.9800033569336
2024-01-30;68.22000122070312
2024-01-31;65.01000213623047
2024-02-01;66.66999816894531
2024-02-02;67.87999725341797
2024-02-05;65.8499984741211
2024-02-06;67.0
2024-02-07;68.30999755859375
2024-02-08;68.83000183105469
2024-02-09;66.87999725341797
2024-02-12;68.83999633789062
2024-02-13;64.9800033569336
2024-02-14;67.41000366210938
2024-02-15;69.4800033569336
2024-02-16;65.63999938964844
2024-02-20;65.7300033569336
2024-02-21;64.47000122070312
2024-02-22;67.95999908447266
2024-02-23;78.91999816894531
2024-02-26;74.66000366210938
2024-02-27;77.70999908447266
2024-02-28;78.41999816894531
2024-02-29;79.47000122070312
2024-03-01;79.25
2024-03-04;77.0
2024-03-05;74.43000030517578
2024-03-06;75.52999877929688
2024-03-07;77.22000122070312
2024-03-08;80.73999786376953
2024-03-11;81.52999877929688
2024-03-12;81.70999908447266
2024-03-13;85.72000122070312
2024-03-14;81.23999786376953
2024-03-15;80.16999816894531
2024-03-18;80.86000061035156
2024-03-19;79.31999969482422
2024-03-20;81.45999908447266
2024-03-21;84.05000305175781
2024-03-22;80.7699966430664
2024-03-25;82.62000274658203
2024-03-26;83.80000305175781
2024-03-27;83.18000030517578
2024-03-28;84.58000183105469
2024-04-01;81.45999908447266
2024-04-02;79.20999908447266
2024-04-03;79.6500015258789
2024-04-04;74.7300033569336
2024-04-05;77.16999816894531
2024-04-08;78.3499984741211
2024-04-09;79.9800033569336
2024-04-10;78.51000213623047
2024-04-11;80.05999755859375
2024-04-12;76.98999786376953
2024-04-15;73.5
2024-04-16;73.13999938964844
2024-04-17;73.51000213623047
2024-04-18;72.05999755859375
2024-04-19;70.41999816894531
2024-04-22;71.5999984741211
2024-04-23;75.20999908447266
2024-04-24;74.02999877929688
2024-04-25;72.79000091552734
2024-04-26;74.4800033569336
2024-04-29;75.30999755859375
2024-04-30;73.0
2024-05-01;66.83999633789062
2024-05-02;70.30000305175781
2024-05-03;69.47000122070312
2024-05-06;73.52999877929688
2024-05-07;71.5999984741211
2024-05-08;71.13999938964844
2024-05-09;73.19999694824219
2024-05-10;71.30999755859375
2024-05-13;69.73999786376953
2024-05-14;71.19999694824219
2024-05-15;71.5199966430664
2024-05-16;71.75
2024-05-17;72.26000213623047
2024-05-20;73.54000091552734
2024-05-21;71.51000213623047
2024-05-22;67.33999633789062
2024-05-23;66.62000274658203
2024-05-24;66.33999633789062
2024-05-28;66.08000183105469
2024-05-29;65.55999755859375
2024-05-30;65.0199966430664
2024-05-31;64.08000183105469
2024-06-03;64.30000305175781
2024-06-04;64.25
2024-06-05;64.80000305175781
2024-06-06;66.4000015258789
2024-06-07;65.0999984741211
2024-06-10;64.33999633789062
2024-06-11;64.16000366210938
2024-06-12;64.62999725341797
2024-06-13;62.36000061035156
2024-06-14;62.150001525878906
2024-06-17;62.5
2024-06-18;61.900001525878906
2024-06-20;62.7400016784668
2024-06-21;62.970001220703125
2024-06-24;64.4000015258789
2024-06-25;64.0199966430664
2024-06-26;63.290000915527344
2024-06-27;63.38999938964844
2024-06-28;64.48999786376953
2024-07-01;63.84000015258789
2024-07-02;64.58000183105469
2024-07-03;64.44000244140625
2024-07-05;65.77999877929688
2024-07-08;64.2300033569336
2024-07-09;64.51000213623047
2024-07-10;64.33999633789062
2024-07-11;66.48999786376953
2024-07-12;68.73999786376953
2024-07-15;72.05999755859375
2024-07-16;72.06999969482422
2024-07-17;71.8499984741211
2024-07-18;68.0
